"id";"AuditType";"Topics";"Idx";"Completed";"Active";"createdAt";"updatedAt"
372;"MD Liaison Ambulatory";"DX - Conflicting Documentation";"342";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
373;"MD Liaison Ambulatory";"DX - Documented But Not Reported";"343";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
374;"MD Liaison Ambulatory";"DX - Initial Fracture VS. Subsequent ";"344";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
375;"MD Liaison Ambulatory";"DX - Not Definitive";"345";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
376;"MD Liaison Ambulatory";"DX - Primary DX/ DX Sequence";"346";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
377;"MD Liaison Ambulatory";"DX - Reported But Not Documented";"347";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
378;"MD Liaison Ambulatory";"DX - Sequela Diagnosis Issue";"348";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
379;"MD Liaison Ambulatory";"DX - Specificity ";"349";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
380;"MD Liaison Ambulatory";"DX - Supporting Documentation";"350";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
381;"MD Liaison Ambulatory";"E&M vs. GOS";"351";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
382;"MD Liaison Ambulatory";"EM - Chief Complaint/Reason for Visit";"352";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
383;"MD Liaison Ambulatory";"EM - Encounter Type Issue";"353";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
384;"MD Liaison Ambulatory";"EM - HPI Clarification";"354";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
385;"MD Liaison Ambulatory";"EM - Independent Interpretation";"355";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
386;"MD Liaison Ambulatory";"EM - MDM Clarification";"356";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
387;"MD Liaison Ambulatory";"EM - Patient Type";"357";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
388;"MD Liaison Ambulatory";"EM - PE Clarification";"358";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
389;"MD Liaison Ambulatory";"EM - ROS Clarification";"359";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
390;"MD Liaison Ambulatory";"EM - Time Based LOS";"360";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
391;"MD Liaison Ambulatory";"GMO issue";"361";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
392;"MD Liaison Ambulatory";"GOS - Comprehensive VS Intermediate ";"362";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
393;"MD Liaison Ambulatory";"GOS Element Issue";"363";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
394;"MD Liaison Ambulatory";"MOD - Modifier 25";"364";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
395;"MD Liaison Ambulatory";"MOD - Modifier 33";"365";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
396;"MD Liaison Ambulatory";"MOD - Modifier 57";"366";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
397;"MD Liaison Ambulatory";"MOD - Modifier 59/XS ";"367";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
398;"MD Liaison Ambulatory";"Only identified topic(s) in APPEAL or Non Provider issue";"368";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
399;"MD Liaison Ambulatory";"PROC - Global Surgical Period/Package";"369";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
400;"MD Liaison Ambulatory";"PROC - Pap and Pelvic Screen";"370";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
401;"MD Liaison Ambulatory";"PROC - Procedure Documentation Issue";"371";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
402;"MD Liaison Ambulatory";"PROC - Procedure Documented But Not Reported";"372";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
403;"MD Liaison Ambulatory";"PROC - Procedure Only Visit";"373";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
404;"MD Liaison Ambulatory";"PROC - Procedure Reported But Not Documented ";"374";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
405;"MD Liaison Ambulatory";"PROC - Procedure Reporting Issue";"375";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
406;"MD Liaison Ambulatory";"PROC - Required element - Time";"376";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
407;"MD Liaison Ambulatory";"PROC - Ultrasound Documentation";"377";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
408;"MD Liaison Ambulatory";"TAV Coding";"378";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
409;"MD Liaison Licensed Setting";"DX - Appropriate DX Association";"379";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
410;"MD Liaison Licensed Setting";"DX - Conflicting Documentation";"380";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
411;"MD Liaison Licensed Setting";"DX - Documented But Not Reported";"381";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
412;"MD Liaison Licensed Setting";"DX - Not Definitive";"382";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
413;"MD Liaison Licensed Setting";"DX - Primary DX/ DX Sequence";"383";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
414;"MD Liaison Licensed Setting";"DX - Reported But Not Documented";"384";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
415;"MD Liaison Licensed Setting";"DX - Specificity ";"385";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
416;"MD Liaison Licensed Setting";"DX - Supporting Documentation";"386";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
417;"MD Liaison Licensed Setting";"EM - Age Discrepancy";"387";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
418;"MD Liaison Licensed Setting";"EM - Chief Complaint/Reason for Visit";"388";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
419;"MD Liaison Licensed Setting";"EM - Critical Care Coding";"389";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
420;"MD Liaison Licensed Setting";"EM - Delivery Room Attendance";"390";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
421;"MD Liaison Licensed Setting";"EM - Discharge Service Issue";"391";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
422;"MD Liaison Licensed Setting";"EM - ED Level 5 Exception";"392";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
423;"MD Liaison Licensed Setting";"EM - Encounter Type Issue";"393";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
424;"MD Liaison Licensed Setting";"EM - High Risk Medication";"394";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
425;"MD Liaison Licensed Setting";"EM - HPI Clarification";"395";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
426;"MD Liaison Licensed Setting";"EM - Independent Interpretation";"396";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
427;"MD Liaison Licensed Setting";"EM - Initial Evaluation/ Daily Care";"397";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
428;"MD Liaison Licensed Setting";"EM - Initial Inpatient/Observation EM Issue";"398";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
429;"MD Liaison Licensed Setting";"EM - Intensive Care";"399";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
430;"MD Liaison Licensed Setting";"EM - MDM Clarification";"400";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
431;"MD Liaison Licensed Setting";"EM - Patient Type";"401";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
432;"MD Liaison Licensed Setting";"EM - PE Clarification";"402";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
433;"MD Liaison Licensed Setting";"EM - ROS Clarification";"403";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
434;"MD Liaison Licensed Setting";"EM - Time Based LOS";"404";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
435;"MD Liaison Licensed Setting";"MOD - Modifier 59/XS ";"405";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
436;"MD Liaison Licensed Setting";"Only identified topic(s) in APPEAL or Non Provider issue";"406";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
437;"MD Liaison Licensed Setting";"PROC - Global Surgical Period/Package";"407";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
438;"MD Liaison Licensed Setting";"PROC - Procedure Documentation Issue";"408";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
439;"MD Liaison Licensed Setting";"PROC - Procedure Documented But Not Reported";"409";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
440;"MD Liaison Licensed Setting";"PROC - Procedure Only Visit";"410";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
441;"MD Liaison Licensed Setting";"PROC - Procedure Reported But Not Documented ";"411";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
442;"MD Liaison Licensed Setting";"PROC - Procedure Reporting Issue";"412";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
443;"MD Liaison Licensed Setting";"Psych/ Diagnostic Interview";"413";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
444;"MD Liaison Licensed Setting";"Resuscitation ";"414";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
445;"MD Liaison Licensed Setting";"Supervision of Residents and Fellows";"415";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
446;"MD Liaison Licensed Setting";"TAV Coding";"416";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
447;"MWE";"Chief Complaint";"417";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
448;"MWE";"Incorrect Level of Service";"418";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
449;"MWE";"Missing Cognitive Impairment Assessment";"419";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
450;"MWE";"Missing Depression Assessment- Questions 10 - Review potential risk factors for depression";"420";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
451;"MWE";"Missing Depression Assessment-Questions 11 - Review potential risk factors for depression";"421";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
452;"MWE";"Missing Depression Assessment-Questions 12 - Review potential risk factors for depression";"422";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
453;"MWE";"Missing Depression Assessment-Questions 3 - Review potential risk factors for depression";"423";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
454;"MWE";"Missing Functional Ability & Safety Assessment- Questions 5- Ability to successfully perform ADLs";"424";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
455;"MWE";"Missing Functional Ability & Safety Assessment-Questions 13- Fall Risk";"425";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
456;"MWE";"Missing Functional Ability & Safety Assessment-Questions 18- Home Safety";"426";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
457;"MWE";"Missing Functional Ability & Safety Assessment-Questions 20- Fall Risk";"427";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
458;"MWE";"Missing Functional Ability & Safety Assessment-Questions 4- Ability to successfully perform ADLs";"428";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
459;"MWE";"Missing Functional Ability & Safety Assessment-Questions 7 - Ability to successfully perform ADLs";"429";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
460;"MWE";"Missing Functional Ability & Safety Assessment-Questions 8- Hearing Impairment";"430";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
461;"MWE";"Missing Functional Ability & Safety Assessment-Questions 9- Ability to successfully perform ADLs";"431";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
462;"MWE";"Missing List of Providers, Suppliers, Medications information";"432";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
463;"MWE";"Missing Medical/ Family History- Meds/Supplemets";"433";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
464;"MWE";"Missing Medical/Family History- FH";"434";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
465;"MWE";"Missing Medical/Family History- PMH/PSH";"435";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
466;"MWE";"Missing MWE Questionaire Response- Question 1 - Self Assessment of Health Status";"436";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
467;"MWE";"Missing MWE Questionaire Response- Question 2 - Psychosocial Risks";"437";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
468;"MWE";"Missing MWE Questionaire Response- Question 4 - Activities of Daily Living (ADL) and Instrumental ADLs";"438";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
469;"MWE";"Missing MWE Questionaire Response- Question 5 - Activities of Daily Living (ADL) and Instrumental ADLs";"439";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
470;"MWE";"Missing MWE Questionaire Response- Question 9 - Activities of Daily Living (ADL) and Instrumental ADLs";"440";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
471;"MWE";"Missing MWE Questionaire Response-Question 14 - Psychosocial Risks";"441";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
472;"MWE";"Missing MWE Questionaire Response-Question 3 - Psychosocial Risks";"442";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
473;"MWE";"Missing MWE Questionaire Response-Question 6 - Psychosocial Risks";"443";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
474;"MWE";"Missing MWE Questionaire Response-Question 7 - Activities of Daily Living (ADL) and Instrumental ADLs";"444";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
475;"MWE";"Missing Personalized Prevention Plan";"445";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
476;"MWE";"Missing Routine Measurements Assessment - Blood Pressure";"446";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
477;"MWE";"Missing Routine Measurements Assessment - BMI (or waist circumference, if appropriate)";"447";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
478;"MWE";"Missing Routine Measurements Assessment - Height";"448";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
479;"MWE";"Missing Routine Measurements Assessment - Weight";"449";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
480;"MWE";"Missing Scheduling of Screening Preventive Services";"450";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
481;"MWE";"Procedure documented but not reported";"451";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
482;"Neoplasm";"Active Neoplasm Documentation";"452";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
483;"Neoplasm";"Active treatment";"453";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
484;"Neoplasm";"DX - Conflicting Documentation";"454";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
485;"Neoplasm";"DX - Documented But Not Reported";"455";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
486;"Neoplasm";"DX - Not Definitive";"456";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
487;"Neoplasm";"DX - Primary DX/ DX Sequence";"457";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
488;"Neoplasm";"DX - Reported But Not Documented";"458";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
489;"Neoplasm";"DX - Specificity ";"459";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
490;"Neoplasm";"DX - Supporting Documentation";"460";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
491;"Neoplasm";"History Neoplasm Documentation";"461";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
492;"Neoplasm";"Neoplasm Recurrence";"462";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
493;"Neoplasm";"No Evidence of Disease (NED) with active treatment";"463";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
494;"Neoplasm";"No Evidence of Disease (NED) without active treatment";"464";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
495;"Neoplasm";"Primary Neoplasm/Metastasis From";"465";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
496;"Neoplasm";"PROC - Procedure Documented But Not Reported";"466";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
497;"Neoplasm";"Secondary Neoplasm/Metastasis To";"467";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
498;"Neoplasm";"Watchful Waiting/Active Surveillance";"468";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
499;"Neurology - Amb";"DX - Appropriate DX Association";"469";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
500;"Neurology - Amb";"DX - Conflicting Documentation";"470";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
501;"Neurology - Amb";"DX - Documented But Not Reported";"471";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
502;"Neurology - Amb";"DX - Not Definitive";"472";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
503;"Neurology - Amb";"DX - Primary DX/ DX Sequence";"473";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
504;"Neurology - Amb";"DX - Reported But Not Documented";"474";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
505;"Neurology - Amb";"DX - Specificity ";"475";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
506;"Neurology - Amb";"DX - Supporting Documentation";"476";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
507;"Neurology - Amb";"EM - HPI Clarification";"477";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
508;"Neurology - Amb";"EM - MDM Clarification";"478";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
509;"Neurology - Amb";"EM - Patient Type";"479";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
510;"Neurology - Amb";"EM - PE Clarification";"480";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
511;"Neurology - Amb";"EM - ROS Clarification";"481";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
512;"Neurology - Amb";"EM - Time Based LOS";"482";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
513;"Neurology - Amb";"MOD - Modifier 25";"483";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
514;"Neurology - Amb";"Only identified topic(s) in APPEAL or Non Provider issue";"484";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
515;"Neurology - Amb";"PROC - Procedure Documentation Issue";"485";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
516;"Neurology - Amb";"PROC - Procedure Documented But Not Reported";"486";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
517;"Neurology - Amb";"PROC - Procedure Only Visit";"487";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
518;"Neurology - Amb";"PROC - Procedure Reported But Not Documented ";"488";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
519;"Neurology - Amb";"PROC - Procedure Reporting Issue";"489";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
520;"New Physician";"DX - Appropriate DX Association";"490";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
521;"New Physician";"DX - Conflicting Documentation";"491";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
522;"New Physician";"DX - Documented But Not Reported";"492";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
523;"New Physician";"DX - Initial Fracture VS. Subsequent ";"493";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
524;"New Physician";"DX - Not Definitive";"494";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
525;"New Physician";"DX - Primary DX/ DX Sequence";"495";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
526;"New Physician";"DX - Reported But Not Documented";"496";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
527;"New Physician";"DX - Sequela Diagnosis Issue";"497";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
528;"New Physician";"DX - Specificity ";"498";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
529;"New Physician";"DX - Supporting Documentation";"499";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
530;"New Physician";"EM - Chief Complaint/Reason for Visit";"500";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
531;"New Physician";"EM - Consultation Required Element";"501";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
532;"New Physician";"EM - Encounter Type Issue";"502";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
533;"New Physician";"EM - HPI Clarification";"503";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
534;"New Physician";"EM - Independent Interpretation";"504";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
535;"New Physician";"EM - MDM Clarification";"505";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
536;"New Physician";"EM - Patient Type";"506";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
537;"New Physician";"EM - PE Clarification";"507";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
538;"New Physician";"EM - ROS Clarification";"508";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
539;"New Physician";"EM - Time Based LOS";"509";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
540;"New Physician";"MOD - Modifier 25";"510";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
541;"New Physician";"MOD - Modifier 57";"511";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
542;"New Physician";"MOD - Modifier 59/XS ";"512";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
543;"New Physician";"Only identified topic(s) in APPEAL or Non Provider issue";"513";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
544;"New Physician";"PROC - Global Surgical Period/Package";"514";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
545;"New Physician";"PROC - Procedure Documentation Issue";"515";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
546;"New Physician";"PROC - Procedure Documented But Not Reported";"516";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
547;"New Physician";"PROC - Procedure Only Visit";"517";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
548;"New Physician";"PROC - Procedure Reported But Not Documented ";"518";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
549;"New Physician";"PROC - Procedure Reporting Issue";"519";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
550;"New Physician";"PROC - Required element - Time";"520";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
551;"New Physician";"TAV Coding";"521";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
552;"New Physician";"Video Visits";"522";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
553;"NICU - IP";"DX - Conflicting Documentation";"523";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
554;"NICU - IP";"DX - Specificity ";"524";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
555;"NICU - IP";"DX - Supporting Documentation";"525";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
556;"NICU - IP";"EM - Age Discrepancy";"526";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
557;"NICU - IP";"EM - Critical Care Coding";"527";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
558;"NICU - IP";"EM - Delivery Room Attendance";"528";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
559;"NICU - IP";"EM - Discharge Service Issue";"529";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
560;"NICU - IP";"EM - Initial Evaluation/ Daily Care";"530";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
561;"NICU - IP";"EM - Intensive Care";"531";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
562;"NICU - IP";"PROC - Procedure Documented But Not Reported";"532";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
